,Year,Player,Place,r1,r2,r3,r4,Tot,TP,Money,1,2,3,4,Hit,Rank,Yards,Rank.1,Hit.1,Rank.2,Avg,Tot.1,Rank.3,p3s,p4s,p5s,Egls,Brds,Pars,Bgys,Otrs
350,2012,John Senden,34,70,71,75,68,284,4,40615,37,40,70,34,41,9,290.8,35,48,16,31.0,124,77,3,5,-4,1,10,46,14,0
351,2012,Gary Woodland,34,73,70,70,71,284,4,40615,99,68,43,34,32,59,284.6,57,47,21,30.0,120,58,0,7,-3,2,8,48,12,0
352,2012,Keegan Bradley,34,71,72,68,73,284,4,40615,54,68,25,34,35,43,297.6,14,41,58,28.5,114,16,-3,10,-3,1,12,43,14,0
353,2012,Padraig Harrington,39,70,72,70,73,285,5,32023,37,51,33,39,32,59,305.0,7,40,67,28.8,115,22,-1,6,0,0,8,51,13,0
354,2012,K.J. Choi,39,70,73,71,71,285,5,32023,37,68,54,39,38,22,288.5,45,44,39,30.0,120,58,2,7,-4,1,11,44,14,0
355,2012,Richard Sterne,39,69,73,73,70,285,5,32023,22,51,64,39,36,33,294.4,21,41,58,29.5,118,42,-3,7,1,0,7,53,12,0
356,2012,Francesco Molinari,39,69,72,71,73,285,5,32023,22,40,33,39,49,1,288.8,44,52,4,31.8,127,83,1,6,-2,0,6,56,9,0
357,2012,Troy Matteson,39,70,72,71,72,285,5,32023,37,51,43,39,29,72,287.4,51,42,51,28.8,115,22,1,4,0,0,17,34,20,0
358,2012,Kyle Stanley,39,70,69,70,76,285,5,32023,37,15,14,39,36,33,293.3,24,45,33,29.8,119,50,-1,5,1,0,14,41,16,0
359,2012,Bob Estes,45,69,72,74,71,286,6,23180,22,40,64,45,36,33,277.0,73,45,33,29.5,118,42,0,5,1,0,7,56,6,0
360,2011,Darren Clarke,1,68,68,69,70,275,-5,1452078,6,1,1,1,23,56,311.8,17,51,2,29.8,119,31,0,-1,-4,2,14,44,11,0
361,2011,Phil Mickelson,2,70,69,71,68,278,-2,689737,36,14,7,2,27,35,307.3,27,50,3,30.5,122,44,4,2,-8,1,11,49,11,0
362,2011,Dustin Johnson,2,70,68,68,72,278,-2,689737,36,7,2,2,28,28,334.9,1,47,6,29.0,116,14,0,1,-3,1,15,42,13,0
363,2011,Thomas Bjorn,4,65,72,71,71,279,-1,419489,1,3,3,4,33,6,304.8,33,41,30,28.3,113,5,0,2,-3,0,14,45,13,0
364,2011,Chad Campbell,5,69,68,74,69,280,0,293105,18,3,13,5,25,44,302.3,39,43,17,28.5,114,9,-3,6,-3,0,14,44,14,0
365,2011,Anthony Kim,5,72,68,70,70,280,0,293105,71,19,7,5,24,49,312.9,13,43,17,28.3,113,5,-3,8,-5,0,13,47,11,0
366,2011,Rickie Fowler,5,70,70,68,72,280,0,293105,36,19,3,5,25,44,315.6,9,44,12,29.0,116,14,5,-4,-1,0,10,52,10,0
367,2011,Raphael Jacquelin,8,74,67,71,69,281,1,209745,107,32,17,8,29,23,291.8,53,37,54,27.3,109,1,5,-1,-3,0,12,47,13,0
368,2011,Davis Love III,9,70,68,72,72,282,2,168333,36,7,7,9,35,2,273.3,71,54,1,32.5,130,70,1,5,-4,0,12,46,14,0
369,2011,Sergio Garcia,9,70,70,74,68,282,2,168333,36,19,25,9,23,56,299.6,45,41,30,28.8,115,11,2,1,-1,0,12,47,12,0
370,2011,Simon Dyson,9,68,72,72,70,282,2,168333,6,19,17,9,22,60,303.5,34,42,27,28.5,114,9,0,7,-5,1,11,46,13,0
371,2011,Steve Stricker,12,69,71,72,71,283,3,126384,18,19,17,12,30,16,282.3,66,36,59,27.3,109,1,4,2,-3,0,13,43,16,0
372,2011,Lucas Glover,12,66,70,73,74,283,3,126384,3,1,5,12,28,28,312.4,15,49,4,31.0,124,55,0,4,-1,0,8,53,11,0
373,2011,Martin Kaymer,12,68,69,73,73,283,3,126384,6,3,7,12,30,16,305.4,31,43,17,28.8,115,11,1,4,-2,0,10,49,13,0
374,2011,George Coetzee,15,69,69,72,74,284,4,109713,18,7,7,15,24,49,299.8,44,46,7,30.0,120,36,7,4,-7,0,16,39,14,0
375,2011,Richard Green,16,70,71,73,71,285,5,90352,36,32,25,16,34,4,292.9,52,48,5,31.5,126,62,3,6,-4,1,10,44,17,0
376,2011,Freddie Jacobson,16,70,70,73,72,285,5,90352,36,19,22,16,24,49,311.9,16,41,30,29.3,117,19,0,10,-5,1,12,40,19,0
377,2011,Zach Johnson,16,72,68,71,74,285,5,90352,71,19,13,16,31,12,283.5,64,43,17,29.3,117,19,-1,10,-4,0,10,49,11,0
378,2011,Y.E. Yang,16,71,69,73,72,285,5,90352,51,19,22,16,38,1,312.5,14,45,10,30.3,121,42,2,4,-1,0,9,49,14,0
379,2011,Charl Schwartzel,16,71,67,75,72,285,5,90352,51,7,22,16,31,12,302.9,37,44,12,29.8,119,31,2,4,-1,0,15,39,16,0
380,2011,Webb Simpson,16,66,74,72,73,285,5,90352,3,19,17,16,30,16,316.8,8,40,42,27.8,111,3,2,3,0,0,8,54,7,0
381,2011,Tom Lehman,22,71,67,73,75,286,6,72067,51,7,13,22,33,6,285.4,60,43,17,30.5,122,44,5,2,-1,0,11,44,17,0
382,2011,Tom Watson,22,72,70,72,72,286,6,72067,71,45,25,22,22,60,294.4,51,39,47,29.3,117,19,0,8,-2,1,9,45,17,0
383,2011,Anders Hansen,22,69,69,72,76,286,6,72067,18,7,7,22,33,6,305.4,31,41,30,29.5,118,26,3,7,-4,1,9,47,13,0
384,2011,Miguel A. Jimenez,25,66,71,72,78,287,7,62923,3,3,5,25,28,28,279.0,68,39,47,29.3,117,19,3,5,-1,0,8,51,12,0
385,2011,Adam Scott,25,69,70,73,75,287,7,62923,18,14,17,25,27,35,284.8,62,41,30,29.5,118,26,2,5,0,0,7,53,10,0
386,2011,Rory McIlroy,25,71,69,74,73,287,7,62923,51,19,25,25,28,28,311.0,19,43,17,30.0,120,36,3,4,0,0,9,49,12,0
387,2011,Charles Howell III,28,71,70,73,74,288,8,56873,51,32,25,28,28,28,309.5,20,44,12,31.3,125,60,2,7,-1,0,7,50,15,0
388,2011,Ryan Moore,28,69,74,76,69,288,8,56873,18,59,55,28,30,16,307.4,26,36,59,28.3,113,5,1,11,-4,0,10,47,12,0
389,2011,Stewart Cink,30,70,71,77,71,289,9,47134,36,32,48,30,29,23,287.5,57,35,64,27.8,111,3,3,8,-2,0,10,44,17,0
390,2011,Ryan Palmer,30,68,71,72,78,289,9,47134,6,14,13,30,22,60,319.9,7,41,30,30.0,120,36,0,14,-5,0,12,41,17,0
391,2011,Bubba Watson,30,69,72,74,74,289,9,47134,18,32,33,30,22,60,332.1,2,46,7,32.0,128,68,3,9,-3,0,7,50,14,0
392,2011,Jason Day,30,71,70,76,72,289,9,47134,51,32,41,30,23,56,321.5,6,37,54,29.0,116,14,2,10,-3,1,8,46,15,0
393,2011,Seung-yul Noh,30,69,72,75,73,289,9,47134,18,32,37,30,21,68,322.3,5,44,12,30.8,123,52,2,8,-1,0,8,49,13,0
394,2011,Pablo Larrazabal,30,68,70,76,75,289,9,47134,6,7,25,30,25,44,276.8,70,39,47,29.8,119,31,3,6,0,0,6,52,13,0
395,2011,Gary Woodland,30,75,68,74,72,289,9,47134,126,59,41,30,20,69,325.0,3,45,10,30.8,123,52,2,8,-1,0,14,39,16,0
396,2011,Tom Lewis,30,65,74,76,74,289,9,0,1,14,33,30,24,49,307.8,23,41,30,30.5,122,44,1,9,-1,1,11,41,17,0
397,2011,Trevor Immelman,38,70,72,72,76,290,10,36302,36,45,25,38,35,2,305.5,30,41,30,30.5,122,44,4,7,-1,0,7,50,13,0
398,2011,Simon Khan,38,71,72,77,70,290,10,36302,51,59,59,38,29,23,289.1,56,43,17,30.5,122,44,6,6,-2,0,8,48,14,0
399,2011,Robert Rock,38,69,71,74,76,290,10,36302,18,19,25,38,24,49,307.8,23,41,30,30.0,120,36,3,8,-1,0,7,48,17,0
400,2011,Yuta Ikeda,38,69,71,75,75,290,10,36302,18,19,33,38,22,60,282.8,65,39,47,28.3,113,5,3,10,-3,0,11,44,14,0
401,2011,Jeff Overton,38,68,71,78,73,290,10,36302,6,14,41,38,32,9,314.8,11,46,7,32.0,128,68,4,7,-1,0,8,47,16,0
402,2011,Gary Boyd,38,71,70,76,73,290,10,36302,51,32,41,38,24,49,307.5,25,40,42,30.5,122,44,7,7,-4,0,9,44,19,0
403,2011,Justin Rose,44,72,70,79,70,291,11,28538,71,45,63,44,31,12,302.5,38,43,17,31.5,126,62,5,8,-2,1,6,46,19,0
404,2011,K.J. Choi,44,71,72,75,73,291,11,28538,51,59,48,44,25,44,300.5,41,39,47,29.3,117,19,2,8,1,0,9,45,16,0
405,2010,Louis Oosthuizen,1,65,67,69,71,272,-16,1305593,2,1,1,1,55,1,319.4,4,59,12,29.8,119,1,1,-13,-4,1,20,45,6,0
406,2010,Lee Westwood,2,67,71,71,70,279,-9,767996,8,3,4,2,50,14,313.5,18,54,45,30.5,122,7,-2,-2,-5,0,15,51,6,0
407,2010,Henrik Stenson,3,68,74,67,71,280,-8,394238,17,28,4,3,52,6,296.6,65,54,45,30.3,121,4,0,-6,-2,1,12,53,6,0
408,2010,Paul Casey,3,69,69,67,75,280,-8,394238,30,3,2,3,51,7,313.6,17,61,2,32.0,128,39,0,-6,-2,0,18,48,4,0
409,2010,Rory McIlroy,3,63,80,69,68,280,-8,394238,1,38,12,3,48,29,317.1,12,61,2,32.5,130,56,2,-6,-4,1,18,43,8,0
410,2010,Retief Goosen,6,69,70,72,70,281,-7,268799,30,7,8,6,46,46,300.4,56,58,18,31.0,124,10,1,-4,-4,0,14,52,5,0
411,2010,Sean O'Hair,7,67,72,72,71,282,-6,186239,8,7,8,7,49,24,304.9,43,57,25,30.3,121,4,1,-4,-3,0,18,43,10,0
412,2010,Robert Rock,7,68,78,67,69,282,-6,186239,17,68,18,7,47,37,304.5,44,57,25,30.5,122,7,4,-6,-4,1,15,45,11,0
413,2010,Nick Watney,7,67,73,71,71,282,-6,186239,8,14,8,7,53,2,308.7,29,58,18,31.8,127,31,2,-8,0,0,15,48,9,0
414,2010,Martin Kaymer,7,69,71,68,74,282,-6,186239,30,14,3,7,46,46,303.8,48,59,12,31.3,125,16,0,-3,-3,0,17,44,11,0
415,2010,Luke Donald,11,73,72,69,69,283,-5,125439,97,56,26,11,46,46,302.5,53,54,45,30.5,122,7,0,-3,-2,1,13,48,10,0
416,2010,Alvaro Quiros,11,72,70,74,67,283,-5,125439,74,28,41,11,39,71,331.0,1,60,8,33.0,132,67,0,-3,-2,0,16,45,11,0
417,2010,Jeff Overton,11,73,69,72,69,283,-5,125439,97,28,26,11,40,70,318.5,6,57,25,32.0,128,39,1,-3,-3,1,11,52,8,0
418,2010,Tom Lehman,14,71,68,75,70,284,-4,87840,59,7,26,14,51,7,303.3,50,55,39,31.3,125,16,0,-5,1,1,10,53,8,0
419,2010,Robert Karlsson,14,69,71,72,72,284,-4,87840,30,14,12,14,38,74,317.8,11,59,12,32.5,130,56,0,0,-4,0,14,49,8,0
420,2010,Ignacio Garrido,14,69,71,73,71,284,-4,87840,30,14,18,14,43,60,298.9,62,56,31,31.3,125,16,-1,1,-4,0,15,48,7,0
421,2010,Sergio Garcia,14,71,71,70,72,284,-4,87840,59,28,12,14,53,2,308.1,31,56,31,32.0,128,39,0,3,-7,1,14,45,12,0
422,2010,Charl Schwartzel,14,71,75,68,70,284,-4,87840,59,68,26,14,46,46,311.6,22,56,31,31.0,124,10,-1,-2,-1,0,14,49,8,0
423,2010,J.B. Holmes,14,70,72,70,72,284,-4,87840,46,28,12,14,48,29,315.3,15,61,2,32.0,128,39,1,-2,-3,1,13,48,9,0
424,2010,Dustin Johnson,14,69,72,69,74,284,-4,87840,30,21,7,14,49,24,327.5,2,55,39,31.3,125,16,2,-4,-2,1,14,48,6,0
425,2010,Rickie Fowler,14,79,67,71,67,284,-4,87840,149,68,52,14,50,14,309.9,26,60,8,31.3,125,16,1,-1,-4,0,16,47,7,0
426,2010,Jin Jeong,14,68,70,74,72,284,-4,0,17,3,12,14,38,74,291.6,71,54,45,31.3,125,16,1,1,-6,2,13,44,13,0
427,2010,Tiger Woods,23,67,73,73,72,285,-3,64512,8,14,18,23,47,37,318.1,10,53,52,31.5,126,26,1,-3,-1,0,17,43,10,0
428,2010,Stephen Gallacher,23,71,73,70,71,285,-3,64512,59,43,26,23,51,7,307.8,35,57,25,31.5,126,26,-1,-1,-1,0,16,45,9,0
429,2010,Trevor Immelman,23,68,74,75,68,285,-3,64512,17,28,52,23,47,37,314.4,16,59,12,33.3,133,69,2,-1,-4,0,17,41,14,0
430,2010,Graeme McDowell,23,71,68,76,70,285,-3,64512,59,7,38,23,46,46,309.4,27,61,2,33.0,132,67,-1,2,-4,0,20,37,13,0
431,2010,Robert Allenby,27,69,75,71,71,286,-2,48000,30,43,38,27,45,55,303.0,51,59,12,32.8,131,60,0,-2,0,0,7,60,5,0
432,2010,Miguel A. Jimenez,27,72,67,74,73,286,-2,48000,74,7,18,27,41,66,301.0,54,53,52,31.0,124,10,1,2,-5,0,19,38,13,0
433,2010,Bradley Dredge,27,66,76,74,70,286,-2,48000,3,28,41,27,49,24,308.0,32,56,31,31.8,127,31,1,0,-3,0,15,48,6,0
434,2010,Matt Kuchar,27,72,74,71,69,286,-2,48000,74,68,52,27,45,55,302.6,52,53,52,31.0,124,10,1,0,-3,1,12,47,12,0
435,2010,Marcel Siem,27,67,75,74,70,286,-2,48000,8,28,41,27,51,7,297.8,63,53,52,31.3,125,16,1,-4,1,0,17,44,8,0
436,2010,Edoardo Molinari,27,69,76,73,68,286,-2,48000,30,56,65,27,50,14,299.8,59,62,1,33.3,133,69,0,1,-3,0,12,50,10,0
437,2010,Adam Scott,27,72,70,72,72,286,-2,48000,74,28,26,27,51,7,311.1,25,52,65,31.8,127,31,3,2,-7,2,14,41,14,0
438,2010,Kevin Na,27,70,74,70,72,286,-2,48000,46,43,26,27,50,14,307.5,36,54,45,31.8,127,31,-1,3,-4,2,13,44,11,0
439,2010,Alejandro Canizares,27,67,71,71,77,286,-2,48000,8,3,4,27,47,37,289.9,73,49,73,30.0,120,2,-1,3,-4,0,15,45,11,0
440,2010,Ryo Ishikawa,27,68,73,75,70,286,-2,48000,17,21,41,27,51,7,305.1,41,55,39,31.8,127,31,0,-1,-1,0,15,45,11,0
441,2010,Vijay Singh,37,68,73,76,70,287,-1,33792,17,21,52,37,46,46,313.0,19,57,25,32.3,129,47,-2,3,-2,0,13,47,12,0
442,2010,Peter Hanson,37,66,73,74,74,287,-1,33792,3,7,18,37,51,7,315.4,14,57,25,33.3,133,69,3,-2,-2,0,15,43,14,0
443,2010,Soren Kjeldsen,37,72,74,70,71,287,-1,33792,74,68,41,37,50,14,304.3,46,56,31,32.0,128,39,1,-2,0,1,14,43,13,0
444,2010,Hunter Mahan,37,69,76,71,71,287,-1,33792,30,56,41,37,48,29,311.5,24,58,18,33.5,134,73,2,-4,1,0,16,43,11,0
445,2010,Colm Moriarty,37,72,73,72,70,287,-1,33792,74,56,52,37,41,66,304.0,47,56,31,31.8,127,31,-1,0,0,0,11,51,10,0
446,2010,Ross Fisher,37,68,77,68,74,287,-1,33792,17,56,18,37,46,46,325.4,3,61,2,34.5,138,77,-1,5,-5,0,14,46,11,0
447,2010,Shane Lowry,37,68,73,71,75,287,-1,33792,17,21,12,37,47,37,312.0,21,53,52,31.5,126,26,-1,1,-1,0,13,49,8,0
448,2010,Darren Clarke,44,70,70,77,71,288,0,26304,46,14,52,44,39,71,306.1,40,53,52,31.0,124,10,-1,4,-3,0,16,42,13,0
449,2010,Bo Van Pelt,44,69,72,73,74,288,0,26304,30,21,26,44,48,29,312.4,20,59,12,33.5,134,73,1,1,-2,0,13,46,13,0
